Country_Name,Location
Bouvet Island (Bouvetoya),West Susanville
Luxembourg,West Dannychester
Eritrea,North Derekton
Estonia,Gibsonfurt
Latvia,Katiefort
Puerto Rico,Adamland
Vietnam,Ashleyside
Niue,Lake Alexander
Luxembourg,West Paul
France,Lake Codyberg
Vietnam,Lawsonmouth
South Georgia and the South Sandwich Islands,Jamesmouth
Djibouti,Christopherville
Tunisia,New Teresa
Peru,Port Melinda
Tunisia,West Wendyburgh
Heard Island and McDonald Islands,East Kristin
Poland,South Alvin
Malta,Dianafort
Bouvet Island (Bouvetoya),New Debramouth
Montenegro,North William
Eritrea,West Eugene
Christmas Island,Edwardhaven
Gabon,North Ashleyville
Vietnam,Edwardshire
Eritrea,New Carlosfort
Gabon,South Anthony
Senegal,South Karenside
Reunion,Danielland
Bahamas,Port Jeremystad
Nauru,Marymouth
Brazil,Michaelborough
Portugal,South William
Liechtenstein,Mullinsport
Heard Island and McDonald Islands,South James
Serbia,Port Michaelburgh
Ukraine,Walkerberg
Lesotho,Morrismouth
Jordan,Lake Randall
Afghanistan,Jenniferland
Cyprus,South Brianna
Guinea,New Jeffreystad
Armenia,Smithshire
Netherlands Antilles,South Victor
Georgia,New Emilyton
Montenegro,West Aaronland
Serbia,Lake Brent
Christmas Island,West Sarah
Sao Tome and Principe,Angelaburgh
Guatemala,Ronaldchester
Suriname,Jacksontown
Sri Lanka,East Davidton
Italy,West Alexandra
Zambia,Paynefort
Bahamas,Smithshire
Taiwan,West Jamieville
Zambia,East Christopher
Slovakia (Slovak Republic),Port Donald
Mongolia,Jonestown
Italy,Thompsonside
Vanuatu,Port Matthew
Mayotte,South Brenda
Turks and Caicos Islands,North Emilyport
Aruba,New Lucasshire
Dominica,South Michael
Serbia,Kramerchester
Nauru,Hartmanview
San Marino,Lake Amanda
United Arab Emirates,Johnborough
Congo,Shawnville
Tajikistan,Lake Robinburgh
Wallis and Futuna,North Kara
Paraguay,Lopezhaven
Trinidad and Tobago,Castroside
Swaziland,Gardnermouth
Western Sahara,East Elizabethland
Costa Rica,Leville
Czech Republic,East Paulshire
Trinidad and Tobago,South Nancy
Guam,Anneshire
Malaysia,West Tanya
Bhutan,Nelsonshire
Saudi Arabia,New Richard
Sierra Leone,Angiestad
Uganda,Jillview
Heard Island and McDonald Islands,Port Josephburgh
Saint Helena,Matthewberg
Saint Helena,Joshuaberg
Vanuatu,Nixonview
Gabon,Moorebury
Ukraine,East Carolyn
Kuwait,North Juan
Haiti,Lake David
Gambia,New Donna
Lesotho,East Chris
Timor-Leste,Port Michaelfort
Dominica,South Logan
Sierra Leone,Lake Ashley
Turkmenistan,Reidville
French Polynesia,West Michelleview
Tokelau,Charleschester
Hong Kong,West Johnport
United States Virgin Islands,Richardtown
Madagascar,West Kevin
Indonesia,North Carl
Cocos (Keeling) Islands,Smithfurt
Mauritania,Lambertview
Sweden,Lauratown
Christmas Island,Cookeborough
Armenia,Christophermouth
Mexico,Lake Erichaven
British Virgin Islands,North Hollyview
Chad,Snyderchester
Fiji,Reynoldsville
Czech Republic,North Philip
Latvia,East Steven
Malaysia,East Tammyville
Armenia,Kimberlyfurt
Bulgaria,North Jeanettefurt
Eritrea,Toddton
Slovenia,Reginaldtown
Korea,East Peterberg
Germany,Salazarshire
Myanmar,Lake Amanda
Congo,Port Christopher
Guadeloupe,Vanessaburgh
Sao Tome and Principe,East Mary
Cambodia,East Lisastad
Guyana,Coryville
Netherlands Antilles,Brownside
Mayotte,South Cassandra
Portugal,West Destiny
Colombia,Lake Michaelhaven
Guadeloupe,New Shellyville
Monaco,North Robert
Tokelau,Tannershire
Cuba,West Melissa
Estonia,North Stephen
Cameroon,Jasonfurt
Cayman Islands,East Michelleton
Christmas Island,New Maria
Palau,Port Colleenville
Saint Martin,North William
Portugal,North Erica
Haiti,Joshualand
Puerto Rico,Richardbury
Nicaragua,Vanessaview
Latvia,Steveburgh
Armenia,Smithbury
Botswana,East Glenn
Singapore,Lake Stephanieside
Guatemala,Jensenside
United Kingdom,Parsonsmouth
Central African Republic,Phillipchester
Panama,West Charlesport
Congo,Larsenburgh
Armenia,East Jaclynstad
Algeria,Port David
Romania,Danielberg
Tanzania,North Jonathanton
Luxembourg,Carterbury
Colombia,North Andres
Vietnam,Youngside
North Macedonia,North Mark
Finland,North Michaelview
Guadeloupe,South Cody
Bolivia,Bradleyport
Bahrain,Marthaton
Singapore,North Charles
Saint Lucia,Lake Stephanieland
Albania,Jamesport
Israel,Rodriguezberg
Uganda,New Nicole
Rwanda,East Brent
Greece,North Hannahton
China,Malonefort
Georgia,North Shanefort
Marshall Islands,Port Robert
Panama,West Christopherbury
Mozambique,Shepherdmouth
Uruguay,Toddland
Turks and Caicos Islands,Victoriachester
Northern Mariana Islands,South Peter
Taiwan,Port Leahshire
Uzbekistan,Taylorberg
Ghana,Guerrahaven
Congo,West Abigail
Brazil,North Tyler
Kuwait,Mcintyreview
Liberia,Barkerside
Guernsey,New Amyview
French Southern Territories,Port Erika
Liechtenstein,Josephville
Jersey,Parkertown
Guernsey,West Michelle
China,Davisborough
Poland,Michaelborough
Angola,Port Elizabethside
Antarctica (the territory South of 60 deg S),West Crystal
Heard Island and McDonald Islands,Martinland
Liberia,Lake William
Ukraine,Lisafurt
Antarctica (the territory South of 60 deg S),South Juliamouth
Iceland,Terrimouth
Saint Vincent and the Grenadines,Jordanstad
Cyprus,Larrymouth
Saint Martin,South Michael
Cyprus,Howellland
Saudi Arabia,East Thomas
United Arab Emirates,Hernandezberg
North Macedonia,Port Christina
Sri Lanka,West Michaelshire
Wallis and Futuna,Parksbury
Thailand,West Scottberg
Papua New Guinea,Wilkinsside
Palestinian Territory,North Ashley
Qatar,Lake Anna
Hungary,West Laurie
Suriname,East Dawnmouth
Sweden,South Charles
Iraq,West Jocelynmouth
Liberia,Ellisbury
El Salvador,Lake Brianland
Cape Verde,Snowview
Vietnam,Richardside
Latvia,Morrisstad
Saint Barthelemy,Carterside
Namibia,South Kathleen
Djibouti,Allenland
Greenland,Lake Heather
Greece,Port Derrickshire
Burkina Faso,Shanestad
Sri Lanka,Port Kristenland
Georgia,Wallborough
Gambia,West Johnland
Sao Tome and Principe,Port Davidfurt
Lao People's Democratic Republic,Johnhaven
Wallis and Futuna,Lloydmouth
China,Simpsonfort
French Guiana,North Saramouth
Northern Mariana Islands,East James
Oman,East Danielletown
Egypt,North Lindseyburgh
Burundi,West Chadton
Czech Republic,Aliciaburgh
Mongolia,Markview
Martinique,Petermouth
Bhutan,Ericview
Madagascar,Ramireztown
Cameroon,Michaelburgh
Seychelles,Christopherhaven
Puerto Rico,Christinaview
Canada,North Lindseyville
Bhutan,Andrewbury
Portugal,Bryanchester
Angola,Shelleyborough
Bahrain,Williamsstad
Serbia,Daniellebury
Liberia,Monroemouth
Latvia,North Breanna
Isle of Man,North Barbarafurt
Reunion,Fieldsville
Burundi,Port Danielview
Kiribati,Garciaton
Faroe Islands,Tapiatown
Mexico,Griffintown
United States of America,Wrightfurt
Cook Islands,West William
Iceland,North Taylor
New Caledonia,Leslieside
Zimbabwe,Christineland
Sao Tome and Principe,Aaronfort
Turkey,Courtneychester
Bolivia,South Derekborough
Sri Lanka,South Donald
Switzerland,Lake Gregory
Zimbabwe,East Kaitlyn
Western Sahara,South Lisa
Switzerland,Kellyborough
Antigua and Barbuda,Port Joemouth
Bermuda,New Nicole
Bermuda,New Teresaland
Morocco,Tinashire
Taiwan,West Andrewbury
Yemen,Port Danielborough
Tuvalu,Vasquezfort
Dominica,Sotoshire
North Macedonia,Port Cindyberg
North Macedonia,Lake Stephentown
Holy See (Vatican City State),West Steve
Switzerland,Alejandrostad
Chile,Alexandermouth
Greenland,New Chase
British Virgin Islands,Lake Ashleyland
Taiwan,New John
Antarctica (the territory South of 60 deg S),South Lisa
Bosnia and Herzegovina,Port Joshua
Saint Lucia,South Steven
French Southern Territories,Lake Evanland
Gambia,Ericborough
Mayotte,North Monica
Western Sahara,South Jessemouth
Faroe Islands,West Walter
Aruba,Knappfurt
Cape Verde,Leslieport
Austria,Williamshaven
Somalia,West Lisaton
Nigeria,East Devinborough
Liechtenstein,Gregoryborough
Saint Pierre and Miquelon,North Michelleburgh
Gambia,Austinland
Belarus,Davisshire
Lebanon,North Katherine
Argentina,Port Justin
San Marino,Butlerville
Guyana,Lauratown
Micronesia,Jasonfurt
Tonga,Lake Jenniferville
Bangladesh,New Melissamouth
Bhutan,East Lisaport
Japan,Lake Rachel
United States Virgin Islands,Port Carrieberg
Togo,East Dustin
Hong Kong,North Kimberly
Slovenia,West Stevenberg
Ireland,Kaylatown
Kyrgyz Republic,Romanland
Belize,East Jacobchester
Comoros,New Regina
Moldova,Kathyland
Argentina,East Luisberg
Nauru,North Tim
Samoa,Bellbury
El Salvador,New Pamela
Estonia,Davidport
Gambia,Nicholasfurt
Guadeloupe,East Karenport
Armenia,East Erika
Wallis and Futuna,New Kimberly
Spain,North Stephanie
Uzbekistan,Hunterfurt
Slovakia (Slovak Republic),Dawsonside
Guinea-Bissau,Perezland
Guatemala,Jessicatown
Suriname,Bellburgh
Chad,West Holly
Norway,Cabrerafurt
Jamaica,West Melissa
Kazakhstan,West Christopher
Trinidad and Tobago,North Markside
Thailand,New Jonathon
Liechtenstein,Justinshire
Martinique,Ericburgh
Vanuatu,Ericafurt
New Zealand,Hunterfurt
Myanmar,Matthewstown
Timor-Leste,Lake Kevin
Yemen,Colleenland
Slovakia (Slovak Republic),Tranview
Belize,North Danielfurt
Maldives,Matthewhaven
Egypt,South Michelleland
Sudan,Pierceport
Martinique,Port Joseph
Sao Tome and Principe,Angelabury
Qatar,Lake Eddiefurt
Lao People's Democratic Republic,New Melinda
Latvia,Rachelfurt
Cameroon,Barkerport
New Zealand,South Bryan
Panama,West Adamton
Turkey,Wardburgh
Somalia,Davismouth
Greenland,Andersontown
Andorra,Jesusberg
Saint Lucia,Jonathanside
Cameroon,Jonesport
Isle of Man,Tonyton
Tanzania,Hughesberg
Paraguay,East Elaineside
Cyprus,South Markport
Lesotho,Fishermouth
Botswana,Larsonchester
Macao,Lake Loganland
Panama,Port Michael
Antarctica (the territory South of 60 deg S),Mariabury
Tanzania,Port Anthony
Slovenia,New Lisa
Solomon Islands,West Elizabeth
Tanzania,Jessebury
Niue,East Jeremy
Georgia,Houstonmouth
Lebanon,Leblancbury
Latvia,Parkborough
Bermuda,Port Kevinshire
Samoa,Port Tinastad
Germany,Jacksonton
Taiwan,Port Jennifermouth
Pakistan,New Danielland
Dominican Republic,Lake Johnfort
Portugal,Lovehaven
Angola,Staceyfort
Venezuela,East Mariahview
Saint Helena,North Davidbury
Lesotho,Cynthiaberg
Timor-Leste,Mullinsfurt
Marshall Islands,New Ryanmouth
Benin,East Albertbury
Costa Rica,Smithborough
Portugal,Knightburgh
Cook Islands,New Brandonville
Indonesia,Williamton
Jamaica,North Ronaldville
Oman,West Roy
Falkland Islands (Malvinas),North Kathleenport
Cote d'Ivoire,East Sarah
Bouvet Island (Bouvetoya),Port Shawn
India,New David
Argentina,Lopeztown
Lao People's Democratic Republic,Joelton
Algeria,Annamouth
Estonia,Cruzville
Zambia,Dixonbury
Colombia,Port Tristanview
Kyrgyz Republic,Stephaniemouth
Tuvalu,Owensville
Portugal,Port Catherine
Kenya,West Cynthiaport
Liechtenstein,Greenfort
Brunei Darussalam,Stephanieborough
Niger,New Rebekahchester
Bahamas,West Selenaview
Kuwait,North Devinview
Canada,Edwardfort
Micronesia,North Jamesshire
Portugal,North Betty
Czech Republic,Shellymouth
Monaco,Jacobsbury
Burundi,Robertville
Ukraine,New Amber
Kyrgyz Republic,Beardview
Burundi,Darylburgh
Rwanda,Christytown
Guernsey,Meganport
Belize,Port Sarahfurt
Papua New Guinea,South Stacy
Switzerland,Robertview
Uruguay,South Johnmouth
Northern Mariana Islands,Karenton
China,Gregoryton
Nauru,New Scott
Burkina Faso,Port Jasmineland
Gibraltar,South Mary
Somalia,East Stevenborough
Poland,East Javier
Falkland Islands (Malvinas),Dominiqueport
South Georgia and the South Sandwich Islands,Quinnshire
Nicaragua,New Jamesfurt
Denmark,Jennifermouth
United States Virgin Islands,Sarahchester
Singapore,South Elizabeth
Somalia,East Thomas
Macao,Transide
Aruba,South Chelseashire
Panama,East Brandi
Angola,West Kayla
Faroe Islands,Alvarezfurt
Afghanistan,New Amandaport
Latvia,West Matthewside
New Caledonia,North Bonniebury
Cayman Islands,Callahanmouth
Norfolk Island,South Coltonfurt
Tunisia,East Thomas
Guam,Lake Anthonyhaven
Sudan,Robertfort
Ecuador,Debbieview
Congo,Roberttown
Palestinian Territory,New Derek
Finland,Lisamouth
Marshall Islands,Mariahberg
Cyprus,Joshuaberg
Syrian Arab Republic,Esparzaview
Poland,New Thomasfort
Switzerland,West Jennifer
Kenya,New Annehaven
Sierra Leone,South Mariahaven
Bahrain,East Bradmouth
Suriname,New Robert
Cook Islands,Parksfort
Marshall Islands,Hollychester
Saint Martin,Port William
Afghanistan,Lake Rebecca
Switzerland,South Paul
Bahamas,North Annport
Cambodia,East Denise
Sudan,Jacquelineland
Pakistan,Port Joshuaville
Dominica,Lake Melvinstad
French Guiana,West Colleenville
Liechtenstein,East Derek
Andorra,East Christopherport
Qatar,Tracibury
Tokelau,North Kathryn
Guinea-Bissau,Smithmouth
Canada,Brittanyport
Belarus,New Zachary
Romania,Coleside
Australia,West Lisa
Montserrat,West Bryan
Austria,Buchananport
Singapore,Danabury
Slovenia,Andrewton
Saint Vincent and the Grenadines,Smithtown
Sierra Leone,Nicolebury
Guinea,Wallmouth
Gabon,Loveborough
Vanuatu,Melissaville
San Marino,Port Brenda
Libyan Arab Jamahiriya,Reyesview
Western Sahara,Josephshire
Trinidad and Tobago,North Kimberlyland
Jamaica,Cohenton
Norfolk Island,Brandonshire
Cook Islands,Ayalahaven
Afghanistan,North David
Pitcairn Islands,North Kimberlybury
Bahrain,Martinmouth
Greece,East Tanyaburgh
Mauritius,New Stevenfurt
Falkland Islands (Malvinas),Martinezchester
Niue,Batesshire
Maldives,Lake Joshua
Faroe Islands,Nixonfurt
Tunisia,Ricardoport
Timor-Leste,North Timothyhaven
Botswana,Port Robin
Libyan Arab Jamahiriya,East Mark
Honduras,East Victoriaton
Guam,Nicolasville
Ukraine,Georgeville
Myanmar,Dennisfurt
Netherlands,South Ryanfort
Central African Republic,Lake Debbie
Bahrain,North Brooke
Palau,Clarkbury
Kyrgyz Republic,North Robert
Sao Tome and Principe,Kington
Slovakia (Slovak Republic),Michaelland
Cuba,North Jennifer
Norway,West Valerie
Slovakia (Slovak Republic),New Henry
Senegal,Jamesborough
French Southern Territories,Lake Allisonton
Mali,New Carl
Jamaica,North Julie
Serbia,Lake Bradley
Kuwait,Jenniferland
Reunion,North Daniel
Cocos (Keeling) Islands,Butlerfort
Zambia,Shepherdtown
Singapore,North Kim
Nigeria,Garrettview
Turkey,North Kellyview
Sierra Leone,Nortonstad
Moldova,Jamesburgh
Saint Martin,Port Corey
Saint Barthelemy,Murillohaven
American Samoa,Danielhaven
Bulgaria,Lake Toddview
Botswana,New Matthew
Cameroon,Lake Brianville
French Guiana,New Darrenmouth
Indonesia,Tateville
Canada,East Jordan
Guernsey,Savannahmouth
Iceland,North Henryshire
Norfolk Island,Milesmouth
Lebanon,West Sabrina
Cyprus,East Brandonmouth
Israel,North Dana
Bahrain,Lake Raven
Armenia,East Gabrielmouth
Tanzania,Port Melody
Anguilla,Juliebury
Jordan,Lake Michael
Yemen,Cantrellberg
Oman,Lake Bobby
Togo,Ashleybury
Bhutan,East Janet
Comoros,Kaylaville
Ireland,Browntown
Romania,East Danielhaven
Nicaragua,Stephaniehaven
South Georgia and the South Sandwich Islands,East Carlos
Ecuador,Lake Ralph
Netherlands Antilles,East Victoriamouth
Nicaragua,Edwardmouth
China,Lake Chasetown
Georgia,Summerfurt
Bolivia,Nancyview
Serbia,Combsland
Togo,Gonzalezburgh
Australia,Robertsmouth
Tuvalu,Johnville
Iceland,Williamville
Ethiopia,Gloverside
Uganda,East Scott
San Marino,West Melissatown
Brunei Darussalam,Ellismouth
Turkey,Lake Margaretport
Greece,Parkerburgh
Malawi,South Justin
Gibraltar,New Masonton
Bahamas,South Lauren
Northern Mariana Islands,Port Katherinefort
Palestinian Territory,East Carlosville
Antigua and Barbuda,Tatefurt
Denmark,Melindamouth
French Polynesia,Port Joseph
Tunisia,Gibsonhaven
French Southern Territories,West John
Greece,Beckbury
Guyana,Lake Samuelfort
Vietnam,Hillfort
Bermuda,Lake Davidmouth
Andorra,West Brettbury
Australia,Orozcoside
British Indian Ocean Territory (Chagos Archipelago),South Alec
Lesotho,Lake Joshua
Norfolk Island,Lake Jamesside
Tonga,Shannonhaven
United States Virgin Islands,North Jason
Aruba,Suzanneburgh
Croatia,New Kimberly
Brunei Darussalam,Lake Michelleview
Greece,Kimberlyton
United States of America,Davisville
Fiji,Amyberg
Albania,Riversbury
Madagascar,East Aaron
Lithuania,East Lisa
Algeria,Burtonmouth
Northern Mariana Islands,South Christyfort
Central African Republic,North Jennifer
Tonga,North Billyville
Ecuador,Barryland
South Georgia and the South Sandwich Islands,Jacksonborough
Morocco,East Ericport
Madagascar,Shermanbury
Benin,East Sarah
Puerto Rico,East Kelly
Timor-Leste,East Kathleen
Armenia,Lake Seantown
Andorra,Leslieshire
Peru,Jenniferview
Sri Lanka,Swansonshire
Antarctica (the territory South of 60 deg S),Stokesburgh
Cocos (Keeling) Islands,Elizabethfort
Mexico,East Ashley
Trinidad and Tobago,Lake Susan
Marshall Islands,Lake Brianview
Saint Pierre and Miquelon,Amystad
China,New Jessica
Isle of Man,Amyhaven
South Georgia and the South Sandwich Islands,Lake Christineside
Namibia,Paulmouth
El Salvador,Olsonville
Mozambique,West Angela
Turkmenistan,Potterfort
Turkmenistan,New Kellyfort
Ethiopia,Port Austinfort
Guinea-Bissau,Reneehaven
Saint Barthelemy,Ritaburgh
Montserrat,Lake Rileytown
Oman,Zavalaside
France,Lake Thomashaven
Equatorial Guinea,Port Diane
Bouvet Island (Bouvetoya),Lake Briantown
Jamaica,East Ericatown
Somalia,North Jason
Grenada,Pereztown
Latvia,West Michelle
France,New Yolanda
Ghana,Caseyview
Algeria,Donaldhaven
Saudi Arabia,Deborahstad
Taiwan,New Jessicaland
Sierra Leone,Port Elizabethstad
Indonesia,New Caitlynbury
Suriname,New Zacharystad
Saint Pierre and Miquelon,New Kevin
French Guiana,Lake Christineview
Montserrat,Lanebury
Isle of Man,Lake Raymond
French Guiana,East Cynthia
Swaziland,North Alicialand
Micronesia,Bonnietown
Kyrgyz Republic,Wernerborough
United Arab Emirates,North Staceytown
Swaziland,West Justinton
Congo,Brettmouth
Kuwait,Lake Amandaland
Bosnia and Herzegovina,West Brian
Micronesia,Port Aliciatown
Hong Kong,East Stephanie
Kiribati,Sharonfort
Cambodia,North Cynthiashire
Syrian Arab Republic,Laurenfort
Greece,East Nicolemouth
Seychelles,East Gary
Zambia,Coffeyton
North Macedonia,Christianbury
Venezuela,Sotoview
Equatorial Guinea,Holtside
Yemen,New Sherrytown
Panama,New Jennifer
France,Fischerbury
Kuwait,Annmouth
Sao Tome and Principe,Danielshire
Guadeloupe,Lake Leslie
Belize,Tiffanyborough
Holy See (Vatican City State),South Tom
Rwanda,Graystad
Turks and Caicos Islands,East Timothyfort
Congo,Wrightland
Tonga,Tinaview
Qatar,Jonestown
Bhutan,Port Leah
Myanmar,Port Alexandraview
Bouvet Island (Bouvetoya),Conleymouth
New Zealand,South Joel
Antigua and Barbuda,New Christopherburgh
Romania,Ellisfort
Burkina Faso,Wilsonmouth
Austria,West Christina
United States Minor Outlying Islands,Jessicaburgh
Gabon,South Beckyville
Haiti,East Rickyberg
Nicaragua,Robinview
Palau,Johnsonmouth
Norfolk Island,Stevenland
San Marino,Cookstad
Bermuda,East Juan
Spain,East Debraville
Jordan,Port Jennifer
Burkina Faso,Port Josestad
Greenland,Jonesmouth
Sao Tome and Principe,Goodfort
Barbados,Warnermouth
Qatar,Lake Arthurhaven
Ireland,North Kimberlytown
Slovakia (Slovak Republic),Boltonhaven
Samoa,West Anthonyton
Jamaica,Andersonfort
Maldives,North Robertbury
Hong Kong,East Codyland
Vanuatu,South Tamara
Georgia,Johnsonburgh
Czech Republic,Johnberg
Korea,North Brianview
Tonga,Jeffshire
Netherlands,Theresafurt
Philippines,Padillaborough
Chad,New Lauraborough
Ukraine,Holmesport
Sri Lanka,Thomasport
Malta,Harrisshire
Saudi Arabia,Nicholasbury
Belgium,West Natalie
Romania,Tinaburgh
Tanzania,Shellyberg
Heard Island and McDonald Islands,Josephfort
Svalbard & Jan Mayen Islands,South Anneview
Benin,South Sandra
Congo,Port Lindsey
Azerbaijan,Ariasbury
Thailand,New Chelsea
New Zealand,Lake Tracy
Czech Republic,Daniellemouth
Thailand,Laneville
Finland,Careyhaven
Reunion,West Eric
Nauru,Samuelside
Tunisia,New Sherry
Switzerland,Bartonland
Norway,Beasleyville
British Virgin Islands,Lewismouth
Slovakia (Slovak Republic),Whitneyside
Germany,Derrickland
Latvia,Vegaville
Guam,Port David
Turkey,Port Kim
Norway,Crystaltown
Antarctica (the territory South of 60 deg S),Portermouth
Uganda,New Matthew
Morocco,Ryanside
Bouvet Island (Bouvetoya),North Christina
